,total_loss,mdn_loss,atom_loss,bond_loss,test_total_loss,test_mdn_loss,test_atom_loss,test_bond_loss
0,1.6920992707054496,1.6917326012388432,0.24679810699621837,0.11987134235898654,1.5734917675128992,1.573409904973778,0.04726326830777794,0.03459926679779468
1,1.610236895104439,1.6101755372489612,0.031637756643195944,0.02972009589721759,1.5628051858872047,1.5627680532665014,0.014466850126220763,0.022665768858364185
2,1.6016512088590076,1.6016154615471367,0.014949649538348118,0.02079766066422065,1.5732743248264247,1.5732390921041672,0.011811776276086488,0.023420944209697696
3,1.5925913400979934,1.5925652304309026,0.009394873999555905,0.01671479183944563,1.5653635439773743,1.565338476276029,0.005886255919486393,0.0191814442680932
4,1.5832638935562056,1.5832422238343624,0.008037392827123404,0.013632327960990369,1.5506651497907609,1.5506529312598212,0.004389845098931909,0.007828685324216683
5,1.5730397230772166,1.5730213709428504,0.006404550955755015,0.011947582545410841,1.5393705450973745,1.5393587719868433,0.003630704429302427,0.00814240556275002
6,1.5609068209832202,1.560889734450215,0.006096887725343307,0.010989644433713208,1.5393710020127156,1.5393605988804882,0.00393268780206448,0.006470443858613819
7,1.5556960111242013,1.5556800250597032,0.004851385372908165,0.011134678353990117,1.5364253887729997,1.536416051318104,0.002215998123398891,0.007121456295354721
8,1.5472293716084806,1.5472141359730893,0.004449881408487757,0.010785753250991304,1.5376727798629384,1.5376629631763563,0.0024724828640384643,0.007344203258438094
9,1.5377386652202871,1.5377246089208432,0.004001394683836649,0.010054904117737897,1.5320333086831421,1.5320234381479583,0.002515968979825487,0.0073545656927289675
10,1.5303763355983993,1.5303632570137253,0.0035464020372834057,0.009532182021113113,1.5252370608472567,1.5252292471414812,0.0017665801012226679,0.006047125301086572
11,1.5239413742602708,1.5239284287974,0.0036216123550819853,0.009323849921351454,1.526087568801462,1.5260790228395513,0.0019220287373630791,0.006623932773725286
12,1.5178844040938395,1.5178719599118922,0.003628853487720092,0.008815327861346305,1.5285864948306551,1.5285805592804418,0.00145784480745571,0.004477705150412092
13,1.513366448128461,1.5133541209039456,0.003697154223965481,0.008630069699161686,1.5228137651621834,1.5228063605461608,0.0011594079170243977,0.006245207723706856
14,1.493964278939106,1.4939521066592554,0.003826044987514615,0.008346234283262553,1.4625929038895271,1.462585111948382,0.002434664405531069,0.005357276342384075
15,1.442450902311755,1.4424375580667184,0.004395450007123873,0.008948794400699747,1.4372369659689193,1.4372274929803037,0.0031128954720576435,0.006360092633553721
16,1.4218484690335353,1.421833739867128,0.004823902113502845,0.009905263574219619,1.4184015962452226,1.418393577862445,0.001477057120545434,0.006541325324358917
17,1.4046474573712333,1.404634032148502,0.00408609597516867,0.00933912614043802,1.4029322391525334,1.4029241780234665,0.001214231661423261,0.0068468970701629165
